Request ID,Customer ID,Request Type,Request Description,Request Status,Creation Date,Resolution Date
4147,5474,Payment Issue,I was double charged for my ride.,In Progress,2022-07-16,2022-07-02
723,1675,Payment Issue,The ride fare was higher than the estimated fare.,Resolved,2023-03-24,2020-09-16
9908,6834,Payment Issue,I can't update my payment information in the app.,In Progress,2022-06-08,
4231,7837,Payment Issue,My promo code was not applied to my ride.,In Progress,2020-08-11,2021-12-26
4584,9631,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Resolved,2020-01-26,
3957,7216,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Resolved,2020-09-19,
4748,7280,Payment Issue,I can't update my payment information in the app.,Closed,2022-03-30,
4070,9405,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Open,2022-02-21,
1871,9954,Payment Issue,I can't update my payment information in the app.,In Progress,2021-03-09,2021-01-28
1005,8052,Payment Issue,The ride fare was higher than the estimated fare.,Closed,2022-05-18,
8972,7966,Payment Issue,I can't update my payment information in the app.,Open,2020-10-04,
4809,6186,Payment Issue,I can't update my payment information in the app.,In Progress,2022-08-26,2022-05-21
4924,3237,Payment Issue,I was double charged for my ride.,Open,2023-05-05,2022-10-19
490,5953,Payment Issue,The ride fare was higher than the estimated fare.,In Progress,2020-11-08,
802,8610,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Resolved,2021-04-19,
4679,5991,Payment Issue,I can't update my payment information in the app.,Resolved,2020-06-14,
4832,2422,Payment Issue,I was double charged for my ride.,Resolved,2020-08-24,
9950,4627,Payment Issue,The ride fare was higher than the estimated fare.,Open,2022-02-13,2020-10-25
9704,5370,Payment Issue,I can't update my payment information in the app.,Closed,2023-04-19,
3550,1400,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",In Progress,2020-09-09,
5093,5870,Payment Issue,The ride fare was higher than the estimated fare.,In Progress,2020-02-21,2022-05-17
8623,1179,Payment Issue,I was double charged for my ride.,Open,2020-03-23,2023-09-04
9516,7582,Payment Issue,My promo code was not applied to my ride.,Open,2020-03-09,2022-01-21
6579,7011,Payment Issue,I was double charged for my ride.,Open,2020-01-11,2020-02-14
1133,5599,Payment Issue,The ride fare was higher than the estimated fare.,Closed,2020-01-18,
5287,9546,Payment Issue,My promo code was not applied to my ride.,Open,2020-03-05,
7800,9158,Payment Issue,I can't update my payment information in the app.,Open,2021-05-13,2023-01-29
3448,6626,Payment Issue,I can't update my payment information in the app.,Open,2021-05-18,2021-02-08
1437,1240,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Closed,2023-04-09,2020-06-15
8060,9773,Payment Issue,My promo code was not applied to my ride.,Resolved,2023-06-01,
5303,9933,Payment Issue,The ride fare was higher than the estimated fare.,Open,2023-08-28,
496,7881,Payment Issue,I can't update my payment information in the app.,Closed,2022-09-15,2021-01-10
3972,9875,Payment Issue,My promo code was not applied to my ride.,Closed,2022-11-19,
7074,8143,Payment Issue,I can't update my payment information in the app.,Resolved,2022-11-28,2023-12-14
5358,4974,Payment Issue,I was double charged for my ride.,In Progress,2020-02-12,
1987,6288,Payment Issue,I was double charged for my ride.,Resolved,2022-11-25,2021-09-10
5961,7061,Payment Issue,I can't update my payment information in the app.,Closed,2022-12-22,2021-03-26
358,8547,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Resolved,2020-07-14,2023-03-11
4650,1348,Payment Issue,I can't update my payment information in the app.,Closed,2020-11-06,2022-07-26
9274,3016,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Resolved,2020-11-27,
4433,9402,Payment Issue,I can't update my payment information in the app.,In Progress,2020-03-24,
9704,5370,Payment Issue,I can't update my payment information in the app.,Closed,2023-04-19,
7893,8879,Payment Issue,I can't update my payment information in the app.,Open,2022-07-01,2023-12-12
8499,8683,Payment Issue,The ride fare was higher than the estimated fare.,Open,2022-08-16,
1121,6834,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Closed,2020-03-19,2020-01-29
2265,7320,Payment Issue,The ride fare was higher than the estimated fare.,In Progress,2022-04-15,2021-04-02
3877,8905,Payment Issue,My promo code was not applied to my ride.,Closed,2022-06-04,
7331,8948,Payment Issue,I can't update my payment information in the app.,Closed,2021-08-21,
1311,4316,Payment Issue,My promo code was not applied to my ride.,Resolved,2020-10-26,2022-10-07
3101,3463,Payment Issue,I can't update my payment information in the app.,Closed,2022-11-24,
7872,6241,Payment Issue,I can't update my payment information in the app.,Closed,2021-02-21,
5075,5571,Payment Issue,The ride fare was higher than the estimated fare.,Open,2022-04-30,2023-06-11
7919,6672,Payment Issue,The ride fare was higher than the estimated fare.,Open,2021-03-18,2021-10-26
6639,3812,Payment Issue,I can't update my payment information in the app.,Open,2022-10-15,2021-08-16
5132,7194,Payment Issue,My promo code was not applied to my ride.,Closed,2023-05-10,
4252,8968,Payment Issue,The ride fare was higher than the estimated fare.,In Progress,2020-03-27,
9450,4182,Payment Issue,My promo code was not applied to my ride.,Resolved,2020-01-17,
3959,4291,Payment Issue,The ride fare was higher than the estimated fare.,In Progress,2023-01-25,
2676,4207,Payment Issue,I can't update my payment information in the app.,Open,2023-07-22,
2191,2941,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Open,2021-11-30,2022-04-01
6347,5542,Payment Issue,I can't update my payment information in the app.,In Progress,2020-05-27,2023-10-27
4325,7435,Payment Issue,I was double charged for my ride.,In Progress,2023-09-26,
2618,2994,Payment Issue,My promo code was not applied to my ride.,Closed,2023-06-16,2023-05-05
1870,7798,Payment Issue,The ride fare was higher than the estimated fare.,Closed,2020-08-27,
5231,8148,Payment Issue,I was double charged for my ride.,Open,2023-11-01,2022-07-03
1890,3755,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Closed,2021-08-17,
6599,1262,Payment Issue,My promo code was not applied to my ride.,Closed,2021-10-15,
6472,7510,Payment Issue,The ride fare was higher than the estimated fare.,Open,2022-07-04,2023-02-26
97,2711,Payment Issue,I can't update my payment information in the app.,Open,2023-08-25,2020-01-06
9575,8191,Payment Issue,My promo code was not applied to my ride.,In Progress,2020-05-13,
3931,8398,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",In Progress,2021-04-15,
3267,1673,Payment Issue,I can't update my payment information in the app.,Resolved,2021-02-03,2023-08-14
5395,1093,Payment Issue,My promo code was not applied to my ride.,In Progress,2023-02-08,
5252,5307,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Closed,2023-04-25,2020-08-29
5316,8216,Payment Issue,My promo code was not applied to my ride.,Open,2021-04-25,
3150,1861,Payment Issue,I was double charged for my ride.,Closed,2023-08-08,2022-09-15
1766,5402,Payment Issue,I was double charged for my ride.,In Progress,2021-08-01,2021-12-12
6411,5804,Payment Issue,I was double charged for my ride.,Open,2020-09-18,2020-06-13
2699,1000,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Open,2022-11-20,2021-03-09
8589,1657,Payment Issue,The ride fare was higher than the estimated fare.,Closed,2023-06-14,
3542,2552,Payment Issue,I was double charged for my ride.,Open,2021-03-21,2021-05-01
5883,9368,Payment Issue,My promo code was not applied to my ride.,Open,2023-08-24,2020-11-12
5624,2280,Payment Issue,I can't update my payment information in the app.,In Progress,2020-11-21,
1126,8360,Payment Issue,My promo code was not applied to my ride.,Closed,2023-08-10,
2798,9292,Payment Issue,I can't update my payment information in the app.,Resolved,2023-12-10,2022-11-06
9173,4018,Payment Issue,The ride fare was higher than the estimated fare.,Open,2022-04-03,
7776,4365,Payment Issue,I was double charged for my ride.,In Progress,2022-07-12,
8452,9999,Payment Issue,I was double charged for my ride.,Open,2021-10-29,2021-09-14
7963,9223,Payment Issue,My promo code was not applied to my ride.,In Progress,2022-05-10,
3756,9414,Payment Issue,I was double charged for my ride.,Resolved,2022-10-06,
4022,6922,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Closed,2021-01-11,
8399,8747,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Closed,2023-11-24,2022-10-19
9319,7355,Payment Issue,The ride fare was higher than the estimated fare.,Resolved,2020-12-08,2022-05-23
5801,7437,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Closed,2021-09-09,2022-03-10
9800,1171,Payment Issue,I was double charged for my ride.,In Progress,2022-11-07,2023-04-21
7708,8543,Payment Issue,The ride fare was higher than the estimated fare.,Open,2021-06-19,2023-11-14
4552,7255,Payment Issue,The ride fare was higher than the estimated fare.,Open,2020-08-21,
2550,6711,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Resolved,2021-10-11,2022-07-22
52,4084,Payment Issue,The ride fare was higher than the estimated fare.,Open,2022-11-27,2021-07-22
4480,5104,Payment Issue,I can't update my payment information in the app.,In Progress,2020-04-19,
1122,5513,Payment Issue,I can't update my payment information in the app.,Closed,2021-03-18,
6903,4248,Payment Issue,The ride fare was higher than the estimated fare.,Resolved,2023-02-17,
196,3095,Payment Issue,I was double charged for my ride.,In Progress,2020-05-04,
3684,7625,Payment Issue,My promo code was not applied to my ride.,Open,2023-11-08,
9358,8231,Payment Issue,My promo code was not applied to my ride.,Open,2021-01-22,2021-04-05
5237,1933,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",In Progress,2023-04-25,
9960,2205,Payment Issue,I was double charged for my ride.,Open,2022-02-10,
9459,2757,Payment Issue,I can't update my payment information in the app.,Open,2021-03-07,
3442,6302,Payment Issue,I was double charged for my ride.,Resolved,2020-07-22,
9704,5370,Payment Issue,I can't update my payment information in the app.,Closed,2023-04-19,
3941,7391,Payment Issue,The ride fare was higher than the estimated fare.,In Progress,2021-12-31,2020-06-25
102,1153,Payment Issue,I was double charged for my ride.,Open,2020-06-30,2021-12-30
1576,7473,Payment Issue,My promo code was not applied to my ride.,Closed,2020-07-21,2020-10-29
3972,9875,Payment Issue,My promo code was not applied to my ride.,Closed,2022-11-19,
1268,8467,Payment Issue,I was double charged for my ride.,In Progress,2020-08-05,2020-02-26
7237,2007,Payment Issue,I can't update my payment information in the app.,In Progress,2022-03-01,2020-08-28
4452,9927,Payment Issue,I was double charged for my ride.,Open,2021-11-05,2020-07-29
9592,5615,Payment Issue,My promo code was not applied to my ride.,Open,2021-02-19,2023-07-04
7184,9582,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Closed,2021-09-01,
2722,4002,Payment Issue,I can't update my payment information in the app.,Resolved,2021-04-29,2021-12-30
213,1634,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Closed,2023-08-09,
1232,6930,Payment Issue,The ride fare was higher than the estimated fare.,Resolved,2021-10-14,
3005,7682,Payment Issue,I can't update my payment information in the app.,Closed,2020-06-21,
527,6691,Payment Issue,I can't update my payment information in the app.,Resolved,2020-01-29,2020-03-22
1812,1444,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",In Progress,2020-09-28,
2998,4753,Payment Issue,My promo code was not applied to my ride.,Closed,2023-05-05,
7179,2732,Payment Issue,I can't update my payment information in the app.,Open,2021-05-17,2021-10-19
5271,2590,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Resolved,2020-04-28,
7558,4727,Payment Issue,The ride fare was higher than the estimated fare.,Closed,2023-12-05,2021-02-01
3763,4793,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Open,2023-03-25,
1432,9572,Payment Issue,I was double charged for my ride.,Closed,2023-06-16,2022-05-26
9947,2836,Payment Issue,I can't update my payment information in the app.,Closed,2020-08-01,2021-12-09
6685,6217,Payment Issue,I was double charged for my ride.,Closed,2023-07-29,2023-12-09
4558,4006,Payment Issue,I was double charged for my ride.,In Progress,2023-12-20,
9173,4018,Payment Issue,The ride fare was higher than the estimated fare.,Open,2022-04-03,
6607,5031,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Open,2023-08-06,
424,2678,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",In Progress,2023-07-11,2022-03-02
5639,4083,Payment Issue,I can't update my payment information in the app.,In Progress,2023-10-11,
6659,7920,Payment Issue,I was double charged for my ride.,Open,2021-07-30,
7,9463,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Open,2023-06-18,2020-10-31
8417,2025,Payment Issue,I can't update my payment information in the app.,Closed,2022-11-26,
1330,7106,Payment Issue,The ride fare was higher than the estimated fare.,Resolved,2021-03-11,2020-02-27
4966,5123,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Closed,2020-02-10,2021-11-04
4165,7528,Payment Issue,I was double charged for my ride.,Resolved,2021-06-22,
8653,5338,Payment Issue,I was double charged for my ride.,Open,2020-05-06,
9278,5822,Payment Issue,I was double charged for my ride.,In Progress,2020-11-17,
1725,2858,Payment Issue,I can't update my payment information in the app.,Open,2020-04-25,
9209,2313,Payment Issue,The ride fare was higher than the estimated fare.,Resolved,2020-11-17,2022-04-29
3707,7014,Payment Issue,I was double charged for my ride.,Closed,2023-03-05,
165,8514,Payment Issue,I was double charged for my ride.,Closed,2022-04-16,
4304,3787,Payment Issue,The ride fare was higher than the estimated fare.,Open,2023-11-04,2022-12-03
5808,4770,Payment Issue,I was double charged for my ride.,In Progress,2023-08-08,2021-10-21
7071,2785,Payment Issue,I was double charged for my ride.,Resolved,2021-03-14,2023-01-11
7272,6730,Payment Issue,I can't update my payment information in the app.,Resolved,2021-05-11,
5478,3494,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Open,2020-06-25,
4638,1303,Payment Issue,The ride fare was higher than the estimated fare.,Closed,2023-04-07,
5440,5214,Payment Issue,I can't update my payment information in the app.,Resolved,2023-02-13,2020-02-27
6733,7015,Payment Issue,I can't update my payment information in the app.,Resolved,2023-01-08,
5377,1350,Payment Issue,I can't update my payment information in the app.,In Progress,2022-04-15,
8583,1673,Payment Issue,I was double charged for my ride.,Closed,2021-07-28,
5036,2465,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Open,2021-02-13,
4822,3078,Payment Issue,I can't update my payment information in the app.,Resolved,2021-09-17,2022-08-01
1997,5471,Payment Issue,The ride fare was higher than the estimated fare.,Resolved,2020-01-16,
7106,3903,Payment Issue,My promo code was not applied to my ride.,Open,2022-04-09,
49,8366,Payment Issue,The ride fare was higher than the estimated fare.,Closed,2020-05-16,2020-09-14
3871,3296,Payment Issue,My promo code was not applied to my ride.,In Progress,2022-02-24,2020-08-15
9505,8410,Payment Issue,I was double charged for my ride.,Closed,2022-05-02,2023-09-24
6549,1835,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Resolved,2021-10-19,
6570,3463,Payment Issue,I can't update my payment information in the app.,Closed,2020-11-21,
8624,7722,Payment Issue,I can't update my payment information in the app.,Resolved,2021-07-23,2020-03-05
2737,6696,Payment Issue,I can't update my payment information in the app.,Open,2020-07-14,2021-07-16
4202,5791,Payment Issue,I can't update my payment information in the app.,In Progress,2022-01-08,2020-08-18
3291,8008,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Open,2020-10-15,2022-11-13
5089,3005,Payment Issue,The ride fare was higher than the estimated fare.,Open,2020-07-30,
6323,7552,Payment Issue,My promo code was not applied to my ride.,Open,2022-12-30,
207,1134,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Open,2020-12-03,2021-06-16
554,3378,Payment Issue,The ride fare was higher than the estimated fare.,In Progress,2020-11-19,
3539,5064,Payment Issue,I was double charged for my ride.,Open,2020-04-25,2023-06-09
5729,9091,Payment Issue,My promo code was not applied to my ride.,Closed,2022-10-12,
8972,7966,Payment Issue,I can't update my payment information in the app.,Open,2020-10-04,
2222,6631,Payment Issue,The ride fare was higher than the estimated fare.,Resolved,2022-10-07,2022-02-07
6240,7475,Payment Issue,I can't update my payment information in the app.,Closed,2023-11-11,2022-10-08
1858,3410,Payment Issue,I was double charged for my ride.,Closed,2021-06-25,
4842,6388,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Resolved,2021-05-13,2020-09-04
2580,5121,Payment Issue,I can't update my payment information in the app.,Open,2021-02-26,2020-09-24
2424,8925,Payment Issue,I was double charged for my ride.,Open,2021-03-25,2020-05-02
2543,7534,Payment Issue,My promo code was not applied to my ride.,In Progress,2021-01-17,
9676,5614,Payment Issue,The ride fare was higher than the estimated fare.,Open,2023-03-19,
3878,9836,Payment Issue,I can't update my payment information in the app.,Resolved,2020-04-07,
6077,1011,Payment Issue,My promo code was not applied to my ride.,In Progress,2023-04-08,
2497,3626,Payment Issue,I can't update my payment information in the app.,Resolved,2020-09-07,2021-04-21
3786,8057,Payment Issue,The ride fare was higher than the estimated fare.,Closed,2023-09-11,
4282,8196,Payment Issue,My promo code was not applied to my ride.,Resolved,2021-08-22,2023-01-03
1714,1547,Payment Issue,The ride fare was higher than the estimated fare.,Closed,2020-07-23,2022-12-23
3566,1642,Payment Issue,The ride fare was higher than the estimated fare.,Open,2023-08-25,2020-08-04
2938,9630,Payment Issue,I was double charged for my ride.,Open,2022-04-09,
5215,5892,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Open,2020-09-08,
7183,9289,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Open,2023-04-01,
947,9714,Payment Issue,I was double charged for my ride.,In Progress,2020-03-22,2023-01-05
6215,3969,Payment Issue,I was double charged for my ride.,Resolved,2023-01-14,
9812,4168,Payment Issue,The ride fare was higher than the estimated fare.,Closed,2023-10-12,2022-11-18
3927,5098,Payment Issue,I can't update my payment information in the app.,Closed,2022-11-07,
2664,7951,Payment Issue,My promo code was not applied to my ride.,Closed,2021-02-06,
9218,2778,Payment Issue,My promo code was not applied to my ride.,Open,2021-06-02,
6323,7552,Payment Issue,My promo code was not applied to my ride.,Open,2022-12-30,
4816,6032,Payment Issue,I was double charged for my ride.,Resolved,2023-02-26,2023-06-23
4371,4029,Payment Issue,My promo code was not applied to my ride.,Resolved,2021-05-11,2021-07-26
9161,2886,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Closed,2020-09-11,
4620,5786,Payment Issue,My promo code was not applied to my ride.,In Progress,2023-10-29,
3942,3608,Payment Issue,I was double charged for my ride.,Closed,2023-12-28,2020-11-23
165,8514,Payment Issue,I was double charged for my ride.,Closed,2022-04-16,
2840,4585,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Resolved,2021-01-07,2021-02-17
6904,7624,Payment Issue,My promo code was not applied to my ride.,Resolved,2023-11-30,
1342,1761,Payment Issue,I was double charged for my ride.,Closed,2022-12-17,2023-10-17
7592,5293,Payment Issue,My promo code was not applied to my ride.,Closed,2022-10-13,
306,2544,Payment Issue,I can't update my payment information in the app.,In Progress,2020-10-12,2021-04-17
5349,9480,Payment Issue,I was double charged for my ride.,In Progress,2023-09-11,2021-04-22
7551,6854,Payment Issue,The ride fare was higher than the estimated fare.,Resolved,2020-11-30,2022-10-21
4257,7422,Payment Issue,I was double charged for my ride.,Closed,2022-05-22,
9702,9785,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Resolved,2022-06-07,2020-04-06
2684,6875,Payment Issue,I can't update my payment information in the app.,Open,2022-06-17,2020-02-10
7090,1095,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Open,2020-05-24,2021-11-29
3722,9115,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Closed,2022-12-19,2021-06-11
9709,1026,Payment Issue,I can't update my payment information in the app.,Resolved,2021-10-17,
603,6215,Payment Issue,I can't update my payment information in the app.,Resolved,2020-03-25,
8618,1769,Payment Issue,I can't update my payment information in the app.,Resolved,2021-10-22,2023-12-07
6836,8076,Payment Issue,My promo code was not applied to my ride.,Open,2023-12-08,
6246,3725,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Open,2022-11-05,
292,1149,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Closed,2024-01-01,
9509,4481,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Closed,2022-09-20,
246,8128,Payment Issue,My promo code was not applied to my ride.,Closed,2022-10-27,2023-06-10
1294,5070,Payment Issue,My promo code was not applied to my ride.,Resolved,2022-11-16,
4472,6110,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",In Progress,2021-07-22,
4638,1303,Payment Issue,The ride fare was higher than the estimated fare.,Closed,2023-04-07,
4764,8014,Payment Issue,I can't update my payment information in the app.,In Progress,2020-08-19,2020-12-22
9414,8113,Payment Issue,The ride fare was higher than the estimated fare.,Closed,2023-06-16,
5861,9948,Payment Issue,I can't update my payment information in the app.,In Progress,2021-10-05,2022-03-27
7173,2836,Payment Issue,I can't update my payment information in the app.,Closed,2022-11-01,
462,1972,Payment Issue,I can't update my payment information in the app.,Resolved,2021-10-20,2021-12-02
2543,7534,Payment Issue,My promo code was not applied to my ride.,In Progress,2021-01-17,
5745,4358,Payment Issue,My promo code was not applied to my ride.,Open,2023-01-13,
9798,3356,Payment Issue,I can't update my payment information in the app.,Closed,2020-09-04,2021-12-15
7356,6530,Payment Issue,The ride fare was higher than the estimated fare.,Resolved,2020-01-23,
9159,8700,Payment Issue,I can't update my payment information in the app.,Closed,2023-06-21,2021-06-30
3989,1058,Payment Issue,I can't update my payment information in the app.,Closed,2021-11-28,2020-09-13
1148,8537,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Resolved,2022-10-27,
761,4277,Payment Issue,I was double charged for my ride.,Open,2022-08-26,
9779,7251,Payment Issue,I can't update my payment information in the app.,In Progress,2021-08-11,2023-04-07
2429,8273,Payment Issue,My promo code was not applied to my ride.,Closed,2023-04-01,2022-09-02
8297,3157,Payment Issue,I was double charged for my ride.,Closed,2020-12-18,
2530,8417,Payment Issue,I can't update my payment information in the app.,Closed,2020-05-25,2021-07-13
5534,2694,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Closed,2020-09-06,2020-05-02
7640,2576,Payment Issue,The ride fare was higher than the estimated fare.,Open,2022-03-15,2020-07-10
6645,3728,Payment Issue,The ride fare was higher than the estimated fare.,Resolved,2020-10-10,
858,7850,Payment Issue,My promo code was not applied to my ride.,Closed,2020-12-01,
1318,4839,Payment Issue,I was double charged for my ride.,Resolved,2020-12-24,2020-09-05
2422,7752,Payment Issue,I was double charged for my ride.,In Progress,2021-07-21,2021-12-22
6044,8432,Payment Issue,I can't update my payment information in the app.,Closed,2022-02-25,
7933,7855,Payment Issue,The ride fare was higher than the estimated fare.,Open,2022-12-23,
4918,7986,Payment Issue,My promo code was not applied to my ride.,Open,2021-01-13,2021-11-15
1386,5066,Payment Issue,My promo code was not applied to my ride.,In Progress,2023-11-29,2023-03-30
9300,1996,Payment Issue,I can't update my payment information in the app.,In Progress,2022-04-30,2021-10-20
1046,2837,Payment Issue,The ride fare was higher than the estimated fare.,Closed,2020-05-05,2020-03-25
560,5972,Payment Issue,The ride fare was higher than the estimated fare.,Resolved,2022-05-09,2021-08-09
4304,3787,Payment Issue,The ride fare was higher than the estimated fare.,Open,2023-11-04,2022-12-03
9617,9672,Payment Issue,The ride fare was higher than the estimated fare.,In Progress,2023-11-30,
1767,9966,Payment Issue,My promo code was not applied to my ride.,Open,2020-06-06,2021-12-09
6918,5825,Payment Issue,I was double charged for my ride.,In Progress,2021-03-26,
3066,5418,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Closed,2023-10-14,
4584,9631,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Resolved,2020-01-26,
3965,8461,Payment Issue,The ride fare was higher than the estimated fare.,Open,2022-01-27,
9813,1688,Payment Issue,The ride fare was higher than the estimated fare.,In Progress,2020-05-06,
5983,4486,Payment Issue,The ride fare was higher than the estimated fare.,Closed,2022-09-14,
1854,4906,Payment Issue,The ride fare was higher than the estimated fare.,In Progress,2023-07-20,2023-02-25
6674,8904,Payment Issue,My promo code was not applied to my ride.,Open,2023-10-29,2021-06-24
8499,8683,Payment Issue,The ride fare was higher than the estimated fare.,Open,2022-08-16,
6320,1700,Payment Issue,My promo code was not applied to my ride.,Resolved,2022-03-29,
9450,4182,Payment Issue,My promo code was not applied to my ride.,Resolved,2020-01-17,
1293,6605,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Resolved,2022-03-14,2021-11-24
7964,9987,Payment Issue,I was double charged for my ride.,Closed,2020-09-24,2022-11-11
9787,9615,Payment Issue,I was double charged for my ride.,In Progress,2021-10-11,2021-08-30
7348,7453,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Resolved,2021-02-10,2022-12-18
3214,6012,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Resolved,2021-01-20,2021-06-11
4671,9505,Payment Issue,I was double charged for my ride.,In Progress,2022-07-31,
6789,3761,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Resolved,2023-05-20,
6677,5871,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",In Progress,2020-12-21,2021-08-18
1148,8537,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Resolved,2022-10-27,
934,4386,Payment Issue,I can't update my payment information in the app.,Open,2022-08-10,
5627,3361,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",In Progress,2020-07-07,2020-12-02
1572,7891,Payment Issue,I was double charged for my ride.,In Progress,2021-09-05,2021-01-29
8589,1657,Payment Issue,The ride fare was higher than the estimated fare.,Closed,2023-06-14,
1294,5070,Payment Issue,My promo code was not applied to my ride.,Resolved,2022-11-16,
5206,3048,Payment Issue,The ride fare was higher than the estimated fare.,In Progress,2021-02-09,2021-11-18
877,4025,Payment Issue,The ride fare was higher than the estimated fare.,Closed,2020-04-02,
1871,9954,Payment Issue,I can't update my payment information in the app.,In Progress,2021-03-09,2021-01-28
52,4084,Payment Issue,The ride fare was higher than the estimated fare.,Open,2022-11-27,2021-07-22
2162,1737,Payment Issue,The ride fare was higher than the estimated fare.,Resolved,2022-07-24,
185,1164,Payment Issue,I was double charged for my ride.,Open,2020-12-02,2020-04-01
2293,7242,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",In Progress,2020-04-12,2021-08-17
5695,2705,Payment Issue,I was double charged for my ride.,Closed,2021-06-09,2023-02-08
7183,9289,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Open,2023-04-01,
6687,5371,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Resolved,2022-02-05,2022-12-22
509,5462,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",In Progress,2020-06-02,
3689,9563,Payment Issue,My promo code was not applied to my ride.,Closed,2021-01-31,
306,2544,Payment Issue,I can't update my payment information in the app.,In Progress,2020-10-12,2021-04-17
1552,9515,Payment Issue,The ride fare was higher than the estimated fare.,Resolved,2022-01-11,2023-09-20
5561,5875,Payment Issue,I was double charged for my ride.,Closed,2020-12-17,2023-04-18
501,3595,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Resolved,2022-07-12,
7139,3897,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Open,2020-01-27,2023-06-19
7927,9886,Payment Issue,I can't update my payment information in the app.,In Progress,2023-11-13,2021-12-30
955,1059,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Resolved,2023-01-08,
6122,2064,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",In Progress,2021-10-07,2023-09-26
7855,4859,Payment Issue,"I received a ride cancellation fee, but I didn't cancel the ride.",Resolved,2023-11-13,2023-08-18
3032,9855,Payment Issue,I can't update my payment information in the app.,In Progress,2022-08-23,
9021,3437,Payment Issue,The ride fare was higher than the estimated fare.,Resolved,2022-02-19,2023-03-15
